old_subjCode,condition,word1,word2,word3,word4,group_id,category_response,difficulty,consensus
gpt5_run1,2.0,doctor,phone,hand,town,1,"Things involved in arranging treatment for a hand injury in a small town (the doctor you see, the phone you use to call, your injured hand, and the town where it happens)",1.0,35.0
deepseek-chat_run2,2.0,room,mother,world,woman,2,"Things that can be described as ""nurturing""",1.0,40.0
88939,2.0,meeting,pain,state,birthday,3,Words that could be used in an angsty teenage girl's diary on her birthday,3.0,6.0
93133,2.0,office,dog,blood,bed,4,Things that humans usually need,3.0,50.0
93556,2.0,hair,street,food,coffee,5,Features of a festival.,1.0,15.0
92985,2.0,baby,girl,house,boy,6,newborn,0.0,90.0
deepseek-chat_run3,2.0,trip,summer,doc,evidence,7,"Things that can be preceded by ""road"" to form a common phrase",1.0,40.0
94749,0.0,dude,afternoon,murder,message,8,mystery tv show,4.0,21.0
95859,0.0,part,week,number,word,9,Planner,0.0,58.0
92985,2.0,end,rest,deal,second,12,retirement,2.0,56.0
93444,2.0,book,city,child,daughter,13,Things that can have a lot going on at once,3.0,18.0
94749,0.0,floor,plane,officer,mouth,14,going through TSA,3.0,23.0
94749,0.0,furniture,towel,corn,clown,15,circus,3.0,24.0
93445,2.0,case,couple,death,party,16,elderly,1.0,26.0
93133,2.0,funeral,taste,unit,arrest,17,These all have meanings in law inforcement,3.0,50.0
87226,0.0,chicken,wine,park,camera,18,important things for a good picnic,1.0,17.0
92985,2.0,movie,shot,picture,drink,19,restaurant,2.0,37.0
88939,2.0,ground,gold,professor,nose,20,"All things that have retain value in their own, individual ways",3.0,43.0
93133,2.0,order,system,security,information,21,They all have to do with an administration or organization,3.0,21.0
87226,0.0,lieutenant,lunch,court,mama,22,things that might be present at a military basketball game,4.0,9.0
94916,0.0,line,dinner,husband,captain,23,Going out with a partner,3.0,36.0
93532,0.0,train,army,building,card,24,The movie Train to Busan,3.0,7.0
93556,2.0,safety,permission,defense,command,26,A women's MMA class,0.0,36.0
94914,1.0,mission,enemy,east,hero,27,War,0.0,90.0
93482,1.0,earth,ball,boat,hotel,28,Things that are can be used on a basketball teams bonding trip,4.0,3.0
deepseek-chat_run3,1.0,oxygen,temperature,movement,pattern,29,Essential factors for monitoring a patient's vital signs in a hospital setting,1.0,65.0
93926,1.0,agent,colonel,wedding,club,30,words used during wartime,3.0,31.0
92984,1.0,lawyer,bank,college,letter,31,law school,2.0,30.0
92984,1.0,paper,road,eye,table,32,roadtrip,1.0,72.0
gpt5_run2,1.0,shower,planet,bedroom,candy,33,"Simple pleasures people often use for comfort or escape (a warm shower, daydreaming about another planet, relaxing in the bedroom, eating candy)",3.0,25.0
93542,1.0,box,bag,window,apartment,34,the process of moving,1.0,91.0
87744,1.0,punishment,stress,option,heavens,35,anxiety,2.0,26.0
89597,1.0,solution,request,anger,confession,36,problem,2.0,13.0
