old_subjCode,condition,word1,word2,word3,word4,group_id,category_response,difficulty,consensus
95590,0.0,doctor,hand,phone,town,1,Places you might find a doctors office,1.0,24.0
gpt5_run1,2.0,room,mother,world,woman,2,Common nouns that naturally form the phrase the other ___ in everyday English,3.0,35.0
92985,2.0,meeting,pain,birthday,state,3,day,3.0,30.0
96049,2.0,office,bed,dog,blood,4,vet,1.0,60.0
87226,0.0,street,food,hair,coffee,5,things that can be brown,0.0,24.0
89616,2.0,baby,boy,house,girl,6,bringing home a kid from the hospital,1.0,33.0
gpt5_run1,2.0,trip,summer,doc,evidence,7,Information gathered for a personal injury lawsuit about an accident on a summer trip,3.0,15.0
94916,0.0,murder,afternoon,dude,message,8,Surfing at 1 pm when someone is killed and made to look like a suicide to send a message,4.0,2.0
gpt5_run1,0.0,word,number,week,part,9,"Types of units used to divide larger things (language, quantity, time, and wholes)",2.0,40.0
deepseek-chat_run3,2.0,deal,second,rest,end,12,Words that can be used as both nouns and verbs in English,1.0,60.0
89616,2.0,child,book,daughter,city,13,trip to a bookstore with your child,3.0,14.0
93445,2.0,floor,plane,officer,mouth,14,police,1.0,30.0
deepseek-chat_run2,2.0,furniture,clown,towel,corn,15,Items that might be found in a circus-themed hotel room,3.0,25.0
deepseek-chat_run3,0.0,case,death,party,couple,16,Elements of a murder mystery plot,1.0,70.0
88939,2.0,arrest,taste,funeral,unit,17,All things that can be correlated to the robbery of a fancy score,3.0,25.0
93445,2.0,camera,park,chicken,wine,18,valentines day,3.0,38.0
deepseek-chat_run1,2.0,drink,shot,movie,picture,19,"Things you can ""take""",1.0,40.0
deepseek-chat_run1,2.0,ground,gold,nose,professor,20,"Things that can be ""runny""",3.0,30.0
gpt5_run2,2.0,security,system,information,order,21,"Areas in a company that commonly have dedicated management systems (security management, system management, information management, order management)",3.0,25.0
gpt5_run1,0.0,court,lieutenant,lunch,mama,22,"Things commonly involved in a criminal court trial day, especially around lunchtime",3.0,25.0
93133,2.0,husband,captain,dinner,line,23,"Could all have to do with leadership. Husband is usually seen as ""head"" of household, captain is incharge of ship/plane, dinner is usually the biggest meal, line lead people.",1.0,76.0
deepseek-chat_run2,2.0,building,army,train,card,24,"Things that can be described as ""regular"" or ""on a schedule""",3.0,25.0
95590,0.0,safety,defense,permission,command,26,A traffic directors ques,1.0,35.0
87744,1.0,east,mission,enemy,hero,27,maffia,2.0,23.0
89597,1.0,boat,earth,ball,hotel,28,"Can be anywhere
",4.0,0.0
deepseek-chat_run1,1.0,oxygen,temperature,movement,pattern,29,Essential factors for sustaining life in an ecosystem,1.0,40.0
88379,1.0,agent,club,colonel,wedding,30,war,1.0,45.0
deepseek-chat_run1,1.0,letter,college,lawyer,bank,31,Things that can be associated with a formal application process,1.0,65.0
deepseek-chat_run1,1.0,eye,road,table,paper,32,"Things that can be described as having a ""corner"" or ""cornered""",3.0,25.0
94914,1.0,candy,planet,shower,bedroom,33,Children,1.0,25.0
gpt5_run1,1.0,bag,apartment,window,box,34,Things involved when moving your belongings into a new apartment,2.0,40.0
