old_subjCode,condition,word1,word2,word3,word4,group_id,category_response,difficulty,consensus
93532,0.0,doctor,phone,town,hand,1,things essential for human,3.0,25.0
93556,2.0,world,woman,room,mother,2,The basis of an artist's work when exploring trauma.,1.0,16.0
89616,2.0,meeting,pain,state,birthday,3,giving birth,3.0,4.0
deepseek-chat_run3,0.0,dog,blood,bed,office,4,Things that can be found in a veterinary clinic,1.0,65.0
96049,2.0,street,coffee,food,hair,5,coffee shop,1.0,44.0
95859,0.0,boy,house,baby,girl,6,The white picket fence standard,2.0,43.0
93444,2.0,evidence,trip,doc,summer,7,Things that can be ruined,3.0,34.0
deepseek-chat_run2,0.0,murder,dude,afternoon,message,8,Elements of a noir film plot summary,3.0,25.0
gpt5_run3,2.0,word,number,week,part,9,"Discrete units that divide larger sequences or structures (text, numbers, time, and works) into parts",3.0,25.0
94749,0.0,end,rest,deal,second,12,possible compromises,3.0,5.0
87226,0.0,book,city,child,daughter,13,things filled with imagination,1.0,30.0
93556,2.0,officer,floor,plane,mouth,14,Things that could be the feature of a porno.,0.0,67.0
93133,2.0,furniture,clown,corn,towel,15,they can all be yellow or orange.,4.0,2.0
93133,2.0,death,case,party,couple,16,"If ""case"" means in terms of a legal case, then all of these words usually mean a group of more than one person",2.0,92.0
87226,0.0,arrest,unit,funeral,taste,17,somewhere you might store something,4.0,4.0
95859,0.0,chicken,camera,park,wine,18,Date night,0.0,74.0
93444,2.0,drink,shot,picture,movie,19,Entertainment,0.0,75.0
94749,0.0,gold,nose,professor,ground,20,geology class,2.0,44.0
93445,2.0,information,system,security,order,21,bank,2.0,25.0
95983,2.0,lunch,mama,lieutenant,court,22,oldies,2.0,25.0
95859,0.0,line,captain,dinner,husband,23,Date night,2.0,50.0
88939,2.0,building,card,army,train,24,All things that were either characters or pivotal plot points in Toy Story 1,4.0,3.0
94916,0.0,defense,permission,safety,command,26,Being in control,1.0,44.0
gpt5_run3,,hero,enemy,east,mission,27,Common elements in the plot of a war or espionage movie set in an Eastern country,1.0,40.0
deepseek-chat_run3,,hotel,ball,boat,earth,28,"Things that can be preceded by the word ""room"" to form a common phrase",1.0,60.0
94914,1.0,pattern,oxygen,temperature,movement,29,Words linked to the environment,1.0,70.0
93542,1.0,club,wedding,colonel,agent,30,The parent trap,2.0,85.0
87744,1.0,lawyer,college,bank,letter,31,banker,2.0,22.0
93482,1.0,road,table,eye,paper,32,Things that can be included in the attraction of a free roadside furniture item,1.0,15.0
deepseek-chat_run2,,shower,planet,bedroom,candy,33,"Things that can be described as ""sweet""",3.0,25.0
deepseek-chat_run3,1.0,bag,apartment,window,box,34,Items that can be used for moving or storage,1.0,75.0
95028,1.0,option,heavens,punishment,stress,35,topics that may be talked about in church,1.0,35.0
88379,1.0,request,solution,anger,confession,36,asks,3.0,23.0
94894,1.0,middle,partner,angel,folks,37,things at a wedding,1.0,15.0
gpt5_run3,1.0,difference,pleasure,situation,service,38,Things you might thank someone for in a thank-you note or speech,3.0,35.0
deepseek-chat_run2,1.0,king,piece,boss,class,39,"Terms that can be preceded by ""middle"" to form a common phrase",3.0,30.0
deepseek-chat_run2,,stage,board,shop,camp,42,Types of places or spaces where a group might gather for a specific purpose,1.0,65.0
96097,1.0,truck,list,store,star,43,Words that are both nouns and verbs,3.0,87.0
gpt5_run3,,area,top,report,ride,44,"Aspects evaluated in a public transit system review (coverage area, peak/top performance, official report, ride experience)",3.0,15.0
gpt5_run1,,cell,queen,glass,teacher,45,Things commonly associated with a modern high school classroom and its social scene,2.0,30.0
gpt5_run2,,brain,beer,fish,ice,46,Things that are commonly kept or served on ice to keep them cold,3.0,45.0
93482,1.0,blade,robot,patch,rocket,47,Things that might appear during a sci-fi movie,1.0,37.0
89597,1.0,horse,clothes,tv,ship,48,Things a child might like,1.0,36.0
93983,3.0,bird,cake,rain,chest,49,Things found in Minecraft video games.,1.0,18.0
96084,3.0,spot,pal,north,client,50,Words associated with maps,1.0,18.0
gpt5_run1,3.0,horn,basketball,chick,flower,52,Everyday objects that each have their own commonly used single emoji,3.0,25.0
96084,3.0,crowd,soldier,football,bullet,53,Words that can follow line,2.0,55.0
gpt5_run1,,rose,bike,button,dollar,54,Simple everyday objects that people commonly doodle or sketch (like in a notebook margin),3.0,20.0
96162,3.0,belt,university,stairs,photo,55,Things you need in the university,3.0,82.0
94320,3.0,radar,jacket,ear,senator,56,things can be found in a secret office,2.0,50.0
deepseek-chat_run3,3.0,suit,beach,tea,arms,57,Things you might take a break with or for,1.0,40.0
93117,3.0,girlfriend,cop,station,record,58,Circumstances of an interrogation,4.0,64.0
